"household_id","province","urban_rural","household_size","income_category","enumeration_area","dwelling_type"
7295,"Western Cape","Urban",6,"Medium","EA_0447","Flat"
7296,"North West","Urban",3,"Medium","EA_0483","House"
7297,"Western Cape","Urban",3,"Low","EA_0351","Townhouse"
7298,"Mpumalanga","Urban",5,"Low","EA_0340","House"
7299,"Western Cape","Urban",2,"Low","EA_0202","Informal"
7300,"Gauteng","Rural",1,"Low","EA_0246","House"
7301,"Gauteng","Rural",4,"Low","EA_0199","Traditional"
7302,"Gauteng","Rural",1,"Low","EA_0396","House"
7303,"Eastern Cape","Rural",6,"Low","EA_0075","Informal"
7304,"Eastern Cape","Urban",6,"Medium","EA_0101","Informal"
7305,"KwaZulu-Natal","Rural",8,"Low","EA_0458","Traditional"
7306,"Limpopo","Urban",3,"Medium","EA_0391","Townhouse"
7307,"Gauteng","Urban",5,"Low","EA_0284","Townhouse"
7308,"North West","Rural",1,"High","EA_0498","House"
7309,"Limpopo","Urban",1,"Low","EA_0488","Informal"
7310,"Limpopo","Urban",5,"Low","EA_0401","Townhouse"
7311,"Gauteng","Urban",1,"Low","EA_0250","Townhouse"
7312,"Gauteng","Urban",3,"Low","EA_0179","Townhouse"
7313,"Western Cape","Urban",3,"Low","EA_0499","House"
7314,"Free State","Urban",3,"High","EA_0166","Flat"
7315,"Gauteng","Urban",2,"Low","EA_0186","Flat"
7316,"Limpopo","Urban",2,"Medium","EA_0055","House"
7317,"Gauteng","Rural",3,"Low","EA_0265","House"
7318,"Gauteng","Urban",4,"Low","EA_0336","Townhouse"
7319,"Limpopo","Urban",5,"Medium","EA_0085","Townhouse"
7320,"KwaZulu-Natal","Urban",5,"High","EA_0461","House"
7321,"Free State","Urban",4,"High","EA_0319","Townhouse"
7322,"Free State","Urban",7,"Medium","EA_0406","House"
7323,"Gauteng","Rural",3,"Medium","EA_0353","House"
7324,"Western Cape","Urban",3,"High","EA_0376","Townhouse"
7325,"Gauteng","Urban",4,"Low","EA_0136","House"
7326,"KwaZulu-Natal","Urban",8,"Medium","EA_0008","Informal"
7327,"Gauteng","Rural",4,"Low","EA_0106","Traditional"
7328,"Gauteng","Urban",6,"Medium","EA_0424","Townhouse"
7329,"Gauteng","Urban",1,"Low","EA_0274","Townhouse"
7330,"Mpumalanga","Urban",4,"High","EA_0407","House"
7331,"Gauteng","Rural",7,"Low","EA_0060","Traditional"
7332,"KwaZulu-Natal","Rural",3,"Medium","EA_0252","Informal"
7333,"Gauteng","Urban",4,"Low","EA_0148","Informal"
7334,"Western Cape","Urban",10,"Low","EA_0125","Flat"
7335,"Gauteng","Rural",5,"Low","EA_0403","Traditional"
7336,"KwaZulu-Natal","Rural",5,"Medium","EA_0033","House"
7337,"Gauteng","Urban",4,"Medium","EA_0035","Townhouse"
7338,"Free State","Urban",5,"Low","EA_0154","Flat"
7339,"Western Cape","Urban",4,"Low","EA_0300","House"
7340,"Gauteng","Urban",5,"Low","EA_0341","House"
7341,"Mpumalanga","Rural",2,"Medium","EA_0159","House"
7342,"Eastern Cape","Urban",7,"High","EA_0234","Informal"
7343,"North West","Rural",4,"Low","EA_0094","House"
7344,"Eastern Cape","Urban",3,"Low","EA_0071","Townhouse"
7345,"KwaZulu-Natal","Urban",6,"Low","EA_0100","Informal"
7346,"Limpopo","Urban",3,"Medium","EA_0441","House"
7347,"Gauteng","Rural",5,"Medium","EA_0444","House"
7348,"North West","Rural",6,"Low","EA_0161","House"
7349,"KwaZulu-Natal","Urban",5,"Low","EA_0210","Townhouse"
7350,"Gauteng","Urban",2,"Medium","EA_0124","Informal"
7351,"North West","Rural",2,"High","EA_0448","House"
7352,"Gauteng","Urban",2,"High","EA_0287","House"
7353,"Limpopo","Urban",2,"Low","EA_0407","Informal"
7354,"KwaZulu-Natal","Urban",4,"Medium","EA_0013","House"
7355,"Limpopo","Urban",2,"High","EA_0153","House"
7356,"Gauteng","Urban",4,"Medium","EA_0401","House"
7357,"Limpopo","Urban",5,"Low","EA_0488","Flat"
7358,"Mpumalanga","Urban",5,"Medium","EA_0056","Flat"
7359,"Free State","Rural",7,"Medium","EA_0358","House"
7360,"Western Cape","Urban",3,"Low","EA_0189","House"
7361,"Limpopo","Urban",8,"Low","EA_0496","House"
7362,"KwaZulu-Natal","Urban",3,"Medium","EA_0069","Informal"
7363,"Eastern Cape","Urban",4,"Medium","EA_0335","Townhouse"
7364,"North West","Urban",2,"Medium","EA_0295","House"
7365,"KwaZulu-Natal","Urban",4,"High","EA_0160","Flat"
7366,"Gauteng","Rural",6,"Low","EA_0342","House"
7367,"KwaZulu-Natal","Urban",5,"Medium","EA_0038","House"
7368,"Limpopo","Urban",3,"High","EA_0358","House"
7369,"Limpopo","Rural",4,"High","EA_0144","Traditional"
7370,"Eastern Cape","Urban",3,"Medium","EA_0432","House"
7371,"Limpopo","Rural",3,"High","EA_0493","Informal"
7372,"Northern Cape","Urban",6,"Low","EA_0344","Informal"
7373,"Limpopo","Urban",3,"Medium","EA_0307","Townhouse"
7374,"North West","Rural",7,"Low","EA_0152","Traditional"
7375,"Limpopo","Rural",8,"Low","EA_0281","House"
7376,"Gauteng","Urban",7,"Low","EA_0167","Townhouse"
7377,"Western Cape","Rural",2,"Medium","EA_0159","Traditional"
7378,"Western Cape","Urban",9,"Medium","EA_0171","House"
7379,"Gauteng","Rural",3,"Low","EA_0091","House"
7380,"North West","Urban",3,"Low","EA_0014","House"
7381,"Northern Cape","Urban",4,"Low","EA_0307","Informal"
7382,"Mpumalanga","Urban",5,"Low","EA_0109","Townhouse"
7383,"KwaZulu-Natal","Rural",4,"Low","EA_0275","House"
7384,"Gauteng","Urban",5,"Medium","EA_0374","Informal"
7385,"KwaZulu-Natal","Urban",5,"Low","EA_0110","House"
7386,"KwaZulu-Natal","Urban",3,"High","EA_0149","Townhouse"
7387,"Gauteng","Urban",4,"Low","EA_0242","House"
7388,"Gauteng","Rural",3,"Low","EA_0428","House"
7389,"Limpopo","Urban",4,"Low","EA_0113","Flat"
7390,"Western Cape","Rural",3,"Medium","EA_0382","House"
7391,"Eastern Cape","Urban",4,"High","EA_0088","Townhouse"
7392,"North West","Urban",4,"Low","EA_0219","Flat"
7393,"Gauteng","Urban",6,"Medium","EA_0497","Flat"
7394,"Free State","Rural",10,"Medium","EA_0051","House"
7395,"Eastern Cape","Rural",4,"Low","EA_0067","Traditional"
7396,"Mpumalanga","Urban",4,"Low","EA_0093","House"
7397,"Eastern Cape","Urban",5,"Low","EA_0071","Flat"
7398,"North West","Rural",9,"Medium","EA_0229","House"
7399,"Gauteng","Rural",3,"Low","EA_0221","Informal"
7400,"Limpopo","Rural",2,"Low","EA_0310","House"
7401,"Eastern Cape","Urban",8,"Low","EA_0376","Townhouse"
7402,"Western Cape","Rural",1,"Medium","EA_0379","House"
7403,"Gauteng","Rural",2,"Low","EA_0454","House"
7404,"Western Cape","Rural",4,"Low","EA_0290","House"
7405,"Gauteng","Urban",1,"High","EA_0143","Flat"
7406,"KwaZulu-Natal","Rural",5,"Low","EA_0071","House"
7407,"North West","Rural",3,"High","EA_0377","House"
7408,"Limpopo","Urban",6,"Low","EA_0105","House"
7409,"Eastern Cape","Rural",5,"High","EA_0386","House"
7410,"Western Cape","Rural",6,"Low","EA_0418","Traditional"
7411,"Limpopo","Urban",3,"Medium","EA_0106","Flat"
7412,"Eastern Cape","Urban",2,"Low","EA_0148","Townhouse"
7413,"Western Cape","Rural",4,"Medium","EA_0269","House"
7414,"Gauteng","Rural",4,"Medium","EA_0417","House"
7415,"Free State","Rural",6,"Medium","EA_0383","Informal"
7416,"Gauteng","Urban",5,"Medium","EA_0308","Informal"
7417,"Western Cape","Urban",2,"Medium","EA_0059","House"
7418,"Northern Cape","Urban",5,"High","EA_0263","House"
7419,"Mpumalanga","Urban",5,"Low","EA_0482","Townhouse"
7420,"Western Cape","Urban",3,"Low","EA_0480","House"
7421,"Limpopo","Rural",5,"Low","EA_0034","House"
7422,"Western Cape","Urban",2,"Low","EA_0008","House"
7423,"Eastern Cape","Urban",2,"Medium","EA_0262","Townhouse"
7424,"Gauteng","Urban",6,"Low","EA_0359","House"
7425,"Mpumalanga","Urban",1,"Medium","EA_0463","Flat"
7426,"KwaZulu-Natal","Urban",5,"Medium","EA_0058","House"
7427,"Eastern Cape","Urban",6,"Low","EA_0393","House"
7428,"Mpumalanga","Rural",4,"Low","EA_0487","Traditional"
7429,"Western Cape","Urban",3,"Medium","EA_0369","House"
7430,"Limpopo","Rural",3,"Low","EA_0206","House"
7431,"Gauteng","Rural",2,"High","EA_0018","House"
7432,"Eastern Cape","Urban",3,"Low","EA_0058","House"
7433,"KwaZulu-Natal","Urban",4,"High","EA_0369","Flat"
7434,"North West","Urban",2,"Medium","EA_0077","House"
7435,"Northern Cape","Urban",3,"Low","EA_0331","Townhouse"
7436,"Mpumalanga","Urban",8,"Low","EA_0143","House"
7437,"Gauteng","Urban",3,"Low","EA_0118","Flat"
7438,"Gauteng","Urban",4,"Medium","EA_0406","Townhouse"
7439,"KwaZulu-Natal","Urban",5,"Low","EA_0489","Flat"
7440,"Northern Cape","Urban",6,"Low","EA_0414","House"
7441,"Limpopo","Urban",7,"Low","EA_0453","House"
7442,"Eastern Cape","Rural",6,"Low","EA_0409","Traditional"
7443,"KwaZulu-Natal","Urban",5,"Low","EA_0390","Informal"
7444,"Western Cape","Urban",5,"Medium","EA_0111","House"
7445,"Eastern Cape","Urban",2,"Medium","EA_0032","Informal"
7446,"Gauteng","Urban",6,"Medium","EA_0444","House"
7447,"Limpopo","Rural",3,"Medium","EA_0103","House"
7448,"Limpopo","Urban",2,"Low","EA_0296","Flat"
7449,"Limpopo","Urban",5,"Low","EA_0360","House"
7450,"KwaZulu-Natal","Urban",9,"Medium","EA_0317","Flat"
7451,"Western Cape","Rural",8,"Low","EA_0358","Traditional"
7452,"Eastern Cape","Urban",6,"Low","EA_0326","House"
7453,"Eastern Cape","Urban",2,"Low","EA_0268","House"
7454,"Gauteng","Rural",4,"Low","EA_0074","House"
7455,"Northern Cape","Urban",6,"Medium","EA_0377","House"
7456,"Eastern Cape","Urban",4,"Low","EA_0480","Townhouse"
7457,"Gauteng","Urban",3,"Low","EA_0323","House"
7458,"Mpumalanga","Urban",4,"Medium","EA_0430","Townhouse"
7459,"KwaZulu-Natal","Rural",7,"Low","EA_0322","House"
7460,"Gauteng","Urban",3,"Low","EA_0045","Townhouse"
7461,"Western Cape","Urban",6,"Low","EA_0363","Flat"
7462,"Gauteng","Urban",3,"High","EA_0363","House"
7463,"Gauteng","Urban",2,"Medium","EA_0030","Townhouse"
7464,"KwaZulu-Natal","Urban",5,"High","EA_0112","Flat"
7465,"Gauteng","Urban",6,"Medium","EA_0229","Flat"
7466,"Mpumalanga","Urban",7,"Low","EA_0455","Flat"
7467,"Western Cape","Urban",3,"Low","EA_0311","Informal"
7468,"Limpopo","Urban",4,"Low","EA_0438","House"
7469,"Gauteng","Rural",4,"Low","EA_0036","Traditional"
7470,"KwaZulu-Natal","Urban",4,"Low","EA_0020","Flat"
7471,"Limpopo","Urban",3,"Medium","EA_0252","Informal"
7472,"Mpumalanga","Urban",7,"Medium","EA_0290","Informal"
7473,"Western Cape","Urban",6,"Medium","EA_0362","Townhouse"
7474,"Gauteng","Rural",3,"Medium","EA_0105","House"
7475,"KwaZulu-Natal","Urban",8,"Medium","EA_0265","Townhouse"
7476,"KwaZulu-Natal","Urban",7,"Low","EA_0429","Flat"
7477,"Western Cape","Rural",1,"Medium","EA_0187","House"
7478,"KwaZulu-Natal","Urban",6,"Medium","EA_0086","Informal"
7479,"Gauteng","Urban",4,"High","EA_0276","House"
7480,"Eastern Cape","Urban",1,"Low","EA_0097","House"
7481,"Mpumalanga","Rural",3,"Medium","EA_0090","Traditional"
7482,"KwaZulu-Natal","Rural",6,"Medium","EA_0378","House"
7483,"Mpumalanga","Rural",3,"Low","EA_0220","Informal"
7484,"KwaZulu-Natal","Urban",4,"Low","EA_0486","Townhouse"
7485,"Gauteng","Rural",3,"Low","EA_0003","Traditional"
7486,"Mpumalanga","Urban",4,"High","EA_0145","House"
7487,"Western Cape","Rural",4,"Low","EA_0445","Informal"
7488,"KwaZulu-Natal","Rural",8,"Medium","EA_0098","House"
7489,"KwaZulu-Natal","Urban",6,"Medium","EA_0034","Flat"
7490,"KwaZulu-Natal","Rural",3,"High","EA_0089","House"
7491,"KwaZulu-Natal","Urban",3,"Medium","EA_0174","House"
7492,"Western Cape","Rural",2,"High","EA_0374","Traditional"
7493,"Limpopo","Rural",3,"Low","EA_0113","House"
7494,"Limpopo","Urban",5,"High","EA_0308","House"
7495,"Gauteng","Rural",3,"Medium","EA_0289","House"
7496,"North West","Rural",5,"High","EA_0434","Traditional"
7497,"Mpumalanga","Rural",6,"Medium","EA_0459","Traditional"
7498,"Limpopo","Urban",4,"Low","EA_0201","Townhouse"
7499,"Gauteng","Urban",5,"Low","EA_0065","Flat"
7500,"Western Cape","Urban",5,"Medium","EA_0351","Flat"
7501,"Mpumalanga","Urban",6,"Low","EA_0160","Flat"
7502,"KwaZulu-Natal","Rural",2,"High","EA_0489","Traditional"
7503,"Eastern Cape","Urban",4,"Medium","EA_0103","Townhouse"
7504,"Gauteng","Urban",9,"Medium","EA_0356","House"
7505,"Limpopo","Rural",6,"Medium","EA_0275","House"
7506,"KwaZulu-Natal","Urban",5,"Medium","EA_0088","House"
7507,"Western Cape","Urban",7,"High","EA_0083","House"
7508,"Western Cape","Rural",3,"Medium","EA_0197","House"
7509,"Mpumalanga","Rural",4,"Low","EA_0185","House"
7510,"KwaZulu-Natal","Urban",2,"Low","EA_0388","Informal"
7511,"Western Cape","Rural",10,"Low","EA_0407","Traditional"
7512,"KwaZulu-Natal","Rural",2,"Low","EA_0364","House"
7513,"Free State","Rural",7,"Low","EA_0383","House"
7514,"Eastern Cape","Urban",7,"High","EA_0283","Flat"
7515,"KwaZulu-Natal","Rural",3,"Low","EA_0427","House"
7516,"KwaZulu-Natal","Urban",7,"Medium","EA_0425","Flat"
7517,"KwaZulu-Natal","Urban",2,"High","EA_0371","Townhouse"
7518,"Free State","Rural",5,"Low","EA_0068","House"
7519,"KwaZulu-Natal","Rural",8,"High","EA_0154","Traditional"
7520,"Mpumalanga","Urban",9,"Medium","EA_0249","House"
7521,"Free State","Rural",6,"Low","EA_0137","House"
7522,"Gauteng","Rural",4,"Medium","EA_0023","House"
7523,"KwaZulu-Natal","Urban",5,"Medium","EA_0480","House"
7524,"Eastern Cape","Rural",6,"Low","EA_0292","Informal"
7525,"Western Cape","Rural",4,"Low","EA_0429","Traditional"
7526,"KwaZulu-Natal","Urban",4,"Low","EA_0127","Townhouse"
7527,"KwaZulu-Natal","Urban",6,"Low","EA_0339","Flat"
7528,"KwaZulu-Natal","Urban",4,"Low","EA_0390","House"
7529,"Gauteng","Urban",6,"Low","EA_0129","House"
7530,"Gauteng","Urban",7,"Low","EA_0371","Townhouse"
7531,"KwaZulu-Natal","Urban",6,"Low","EA_0251","Flat"
7532,"KwaZulu-Natal","Urban",6,"Low","EA_0037","Flat"
7533,"KwaZulu-Natal","Urban",3,"Low","EA_0367","Townhouse"
7534,"North West","Rural",3,"Medium","EA_0033","Traditional"
7535,"North West","Urban",8,"Low","EA_0250","House"
7536,"Gauteng","Urban",5,"Low","EA_0038","Flat"
7537,"North West","Urban",8,"Low","EA_0233","House"
7538,"Western Cape","Urban",3,"Low","EA_0295","Townhouse"
7539,"Gauteng","Rural",6,"Low","EA_0144","Traditional"
7540,"Limpopo","Rural",5,"Medium","EA_0224","House"
7541,"KwaZulu-Natal","Urban",5,"Low","EA_0110","House"
7542,"Mpumalanga","Rural",4,"High","EA_0128","House"
7543,"Gauteng","Urban",3,"Low","EA_0065","Townhouse"
7544,"Western Cape","Rural",6,"Medium","EA_0098","House"
7545,"Gauteng","Urban",3,"Low","EA_0367","House"
7546,"Gauteng","Rural",1,"Low","EA_0337","Informal"
7547,"Free State","Urban",8,"Low","EA_0101","House"
7548,"Western Cape","Urban",3,"Low","EA_0415","Townhouse"
7549,"Gauteng","Rural",6,"Low","EA_0352","House"
7550,"KwaZulu-Natal","Urban",7,"Low","EA_0264","House"
7551,"KwaZulu-Natal","Urban",2,"High","EA_0385","Informal"
7552,"Gauteng","Urban",6,"Low","EA_0090","House"
7553,"Gauteng","Urban",2,"High","EA_0249","Informal"
7554,"Mpumalanga","Rural",5,"Low","EA_0163","Traditional"
7555,"Limpopo","Urban",6,"High","EA_0420","Flat"
7556,"Eastern Cape","Urban",3,"Medium","EA_0264","House"
7557,"Northern Cape","Rural",4,"Medium","EA_0237","House"
7558,"Eastern Cape","Urban",5,"High","EA_0231","House"
7559,"KwaZulu-Natal","Rural",3,"Low","EA_0308","House"
7560,"North West","Rural",5,"Low","EA_0049","House"
7561,"Limpopo","Rural",2,"Medium","EA_0490","House"
7562,"Mpumalanga","Urban",3,"Low","EA_0302","House"
7563,"Mpumalanga","Urban",2,"Medium","EA_0007","Townhouse"
7564,"North West","Urban",4,"Medium","EA_0272","House"
7565,"KwaZulu-Natal","Rural",5,"Low","EA_0351","Traditional"
7566,"North West","Urban",2,"Medium","EA_0108","Flat"
7567,"Gauteng","Rural",4,"Low","EA_0360","House"
7568,"Gauteng","Rural",3,"Medium","EA_0437","House"
7569,"Eastern Cape","Urban",2,"Low","EA_0048","House"
7570,"Western Cape","Rural",3,"Low","EA_0043","House"
7571,"Western Cape","Urban",6,"Low","EA_0467","Flat"
7572,"Eastern Cape","Rural",6,"Medium","EA_0461","Traditional"
7573,"KwaZulu-Natal","Rural",7,"Low","EA_0129","House"
7574,"Western Cape","Urban",4,"Medium","EA_0270","Townhouse"
7575,"Western Cape","Urban",3,"Low","EA_0339","Informal"
7576,"Northern Cape","Urban",3,"Low","EA_0087","Flat"
7577,"Limpopo","Urban",4,"Medium","EA_0127","House"
7578,"Gauteng","Rural",4,"High","EA_0129","House"
7579,"Mpumalanga","Rural",2,"Medium","EA_0065","House"
7580,"Mpumalanga","Urban",2,"High","EA_0228","Townhouse"
7581,"Eastern Cape","Rural",5,"Low","EA_0422","House"
7582,"Mpumalanga","Urban",3,"Medium","EA_0303","Flat"
7583,"Eastern Cape","Urban",6,"Medium","EA_0035","Flat"
7584,"KwaZulu-Natal","Urban",7,"Medium","EA_0340","Flat"
7585,"North West","Urban",3,"Low","EA_0321","Flat"
7586,"Eastern Cape","Rural",6,"Low","EA_0222","House"
7587,"Gauteng","Rural",6,"Low","EA_0279","House"
7588,"KwaZulu-Natal","Urban",5,"Low","EA_0011","House"
7589,"Eastern Cape","Rural",6,"Low","EA_0300","House"
7590,"Eastern Cape","Urban",4,"Low","EA_0430","Flat"
7591,"Gauteng","Urban",11,"Low","EA_0254","House"
7592,"Western Cape","Rural",3,"Medium","EA_0415","House"
7593,"KwaZulu-Natal","Rural",4,"High","EA_0189","House"
7594,"Eastern Cape","Urban",6,"Medium","EA_0122","Flat"
7595,"Western Cape","Urban",6,"Medium","EA_0445","House"
7596,"Western Cape","Urban",1,"Low","EA_0003","House"
7597,"KwaZulu-Natal","Urban",4,"Medium","EA_0202","House"
7598,"Eastern Cape","Rural",5,"Low","EA_0285","House"
7599,"KwaZulu-Natal","Rural",3,"Medium","EA_0067","House"
7600,"Mpumalanga","Urban",7,"High","EA_0364","Townhouse"
7601,"Gauteng","Urban",6,"Low","EA_0278","House"
7602,"Mpumalanga","Urban",3,"Low","EA_0421","Informal"
7603,"Eastern Cape","Urban",3,"Low","EA_0259","Informal"
7604,"Western Cape","Urban",7,"High","EA_0273","House"
7605,"Western Cape","Urban",8,"Medium","EA_0455","House"
7606,"Eastern Cape","Rural",7,"Medium","EA_0127","House"
7607,"Western Cape","Urban",6,"High","EA_0030","House"
7608,"KwaZulu-Natal","Rural",6,"Low","EA_0143","House"
7609,"KwaZulu-Natal","Urban",3,"High","EA_0014","Informal"
7610,"KwaZulu-Natal","Urban",5,"Medium","EA_0371","Townhouse"
7611,"KwaZulu-Natal","Urban",4,"Low","EA_0101","House"
7612,"KwaZulu-Natal","Rural",6,"High","EA_0162","Traditional"
7613,"Free State","Rural",5,"Low","EA_0380","Traditional"
7614,"Western Cape","Urban",2,"Medium","EA_0054","Flat"
7615,"Mpumalanga","Rural",6,"High","EA_0026","House"
7616,"Western Cape","Rural",4,"Medium","EA_0128","House"
7617,"Gauteng","Rural",5,"Medium","EA_0435","Traditional"
7618,"Limpopo","Rural",4,"Medium","EA_0447","House"
7619,"Gauteng","Urban",3,"Low","EA_0221","Flat"
7620,"Gauteng","Urban",1,"Medium","EA_0316","Flat"
7621,"Gauteng","Urban",4,"Low","EA_0318","Townhouse"
7622,"Western Cape","Urban",6,"Low","EA_0176","Flat"
7623,"Gauteng","Rural",10,"Low","EA_0190","Informal"
7624,"Gauteng","Urban",4,"Low","EA_0443","Informal"
7625,"Mpumalanga","Urban",6,"Low","EA_0333","House"
7626,"Free State","Urban",5,"Medium","EA_0425","House"
7627,"Gauteng","Rural",4,"Medium","EA_0394","Traditional"
7628,"Western Cape","Rural",5,"Low","EA_0068","Traditional"
7629,"KwaZulu-Natal","Rural",4,"High","EA_0113","House"
7630,"Limpopo","Rural",5,"High","EA_0413","House"
7631,"Mpumalanga","Rural",3,"Medium","EA_0133","House"
7632,"Mpumalanga","Urban",7,"Medium","EA_0097","Flat"
7633,"Eastern Cape","Rural",4,"Medium","EA_0302","Informal"
7634,"Western Cape","Urban",5,"High","EA_0011","Flat"
7635,"Western Cape","Rural",4,"Medium","EA_0026","Traditional"
7636,"Western Cape","Rural",4,"Medium","EA_0080","House"
7637,"Gauteng","Rural",4,"Medium","EA_0072","Traditional"
7638,"Limpopo","Urban",8,"Medium","EA_0015","Townhouse"
7639,"Gauteng","Urban",5,"Low","EA_0346","House"
7640,"North West","Urban",4,"Medium","EA_0066","Informal"
7641,"Gauteng","Urban",6,"Medium","EA_0367","Flat"
7642,"North West","Rural",6,"Low","EA_0009","House"
7643,"Limpopo","Urban",3,"Low","EA_0374","Townhouse"
7644,"Eastern Cape","Rural",5,"Medium","EA_0005","Informal"
7645,"Gauteng","Urban",4,"Medium","EA_0449","House"
7646,"KwaZulu-Natal","Rural",5,"Medium","EA_0198","House"
7647,"Mpumalanga","Urban",6,"Medium","EA_0315","House"
7648,"Mpumalanga","Urban",4,"Medium","EA_0004","House"
7649,"KwaZulu-Natal","Urban",5,"Low","EA_0385","House"
7650,"Gauteng","Urban",2,"Low","EA_0272","Flat"
7651,"KwaZulu-Natal","Rural",5,"Low","EA_0033","House"
7652,"Gauteng","Rural",4,"Low","EA_0117","Traditional"
7653,"Gauteng","Urban",9,"Medium","EA_0442","Townhouse"
7654,"KwaZulu-Natal","Urban",5,"Low","EA_0228","Flat"
7655,"KwaZulu-Natal","Urban",5,"Low","EA_0150","Flat"
7656,"KwaZulu-Natal","Urban",6,"Low","EA_0126","House"
7657,"Eastern Cape","Rural",2,"Low","EA_0235","Traditional"
7658,"Gauteng","Urban",7,"Low","EA_0089","House"
7659,"Gauteng","Urban",7,"Low","EA_0260","Informal"
7660,"Mpumalanga","Urban",4,"Medium","EA_0294","Townhouse"
7661,"KwaZulu-Natal","Urban",6,"Medium","EA_0078","Informal"
7662,"Limpopo","Urban",6,"Medium","EA_0394","House"
7663,"Mpumalanga","Rural",3,"Low","EA_0122","House"
7664,"Free State","Urban",4,"High","EA_0384","Flat"
7665,"KwaZulu-Natal","Urban",3,"Low","EA_0198","House"
7666,"Gauteng","Rural",6,"Medium","EA_0431","House"
7667,"Eastern Cape","Urban",5,"Low","EA_0030","Flat"
7668,"Mpumalanga","Rural",6,"Medium","EA_0434","House"
7669,"KwaZulu-Natal","Urban",3,"High","EA_0485","Flat"
7670,"KwaZulu-Natal","Rural",5,"Medium","EA_0030","House"
7671,"North West","Urban",6,"Low","EA_0182","House"
7672,"Western Cape","Urban",3,"Low","EA_0426","Informal"
7673,"KwaZulu-Natal","Rural",5,"High","EA_0359","House"
7674,"Gauteng","Urban",8,"Low","EA_0108","Flat"
7675,"KwaZulu-Natal","Urban",5,"Medium","EA_0244","House"
7676,"Gauteng","Urban",4,"Low","EA_0100","Flat"
7677,"Gauteng","Urban",3,"Low","EA_0433","Townhouse"
7678,"Free State","Urban",2,"Low","EA_0049","Flat"
7679,"Limpopo","Urban",3,"Medium","EA_0395","Informal"
7680,"Western Cape","Rural",5,"Low","EA_0103","House"
7681,"Limpopo","Urban",6,"Low","EA_0494","Informal"
7682,"Gauteng","Urban",3,"Low","EA_0033","House"
7683,"KwaZulu-Natal","Rural",2,"Low","EA_0255","House"
7684,"KwaZulu-Natal","Rural",5,"Low","EA_0270","House"
7685,"KwaZulu-Natal","Rural",6,"Low","EA_0402","House"
7686,"Limpopo","Rural",2,"High","EA_0023","Traditional"
7687,"Eastern Cape","Urban",5,"Low","EA_0104","Flat"
7688,"Limpopo","Urban",3,"Medium","EA_0163","House"
7689,"Mpumalanga","Urban",2,"High","EA_0118","Townhouse"
7690,"Western Cape","Urban",5,"Low","EA_0006","Townhouse"
7691,"Gauteng","Urban",5,"Medium","EA_0115","Flat"
7692,"Eastern Cape","Rural",4,"High","EA_0444","House"
7693,"KwaZulu-Natal","Rural",4,"Low","EA_0255","Informal"
7694,"Mpumalanga","Rural",6,"High","EA_0008","House"
7695,"Limpopo","Urban",1,"Low","EA_0335","House"
7696,"Free State","Urban",3,"High","EA_0150","Flat"
7697,"Limpopo","Urban",4,"High","EA_0187","House"
7698,"KwaZulu-Natal","Urban",4,"Medium","EA_0268","Flat"
7699,"KwaZulu-Natal","Rural",7,"Medium","EA_0431","Traditional"
7700,"Eastern Cape","Urban",3,"Medium","EA_0270","Townhouse"
7701,"Gauteng","Rural",6,"Low","EA_0429","House"
7702,"Gauteng","Urban",2,"Medium","EA_0380","House"
7703,"Mpumalanga","Urban",8,"Medium","EA_0145","House"
7704,"Gauteng","Urban",2,"Low","EA_0135","House"
7705,"Western Cape","Rural",2,"Low","EA_0060","House"
7706,"Western Cape","Urban",6,"High","EA_0063","House"
7707,"KwaZulu-Natal","Rural",3,"Medium","EA_0262","House"
7708,"Gauteng","Rural",2,"Low","EA_0131","Traditional"
7709,"Eastern Cape","Urban",2,"Medium","EA_0356","Flat"
7710,"Gauteng","Rural",3,"High","EA_0486","House"
7711,"KwaZulu-Natal","Urban",5,"Low","EA_0192","House"
7712,"Free State","Rural",4,"Medium","EA_0408","House"
7713,"KwaZulu-Natal","Urban",8,"Low","EA_0068","Flat"
7714,"Western Cape","Urban",3,"Medium","EA_0398","Townhouse"
7715,"Eastern Cape","Urban",4,"High","EA_0454","House"
7716,"KwaZulu-Natal","Rural",4,"Low","EA_0035","House"
7717,"Limpopo","Urban",6,"Medium","EA_0293","Informal"
7718,"North West","Urban",7,"Medium","EA_0220","House"
7719,"Limpopo","Urban",4,"High","EA_0360","House"
7720,"Western Cape","Urban",3,"Medium","EA_0400","House"
7721,"Eastern Cape","Urban",8,"Low","EA_0058","Flat"
7722,"KwaZulu-Natal","Urban",2,"High","EA_0080","House"
7723,"Western Cape","Rural",4,"Low","EA_0154","Informal"
7724,"Mpumalanga","Urban",6,"Medium","EA_0434","Townhouse"
7725,"Western Cape","Urban",5,"Low","EA_0345","House"
7726,"Limpopo","Urban",5,"Medium","EA_0497","Informal"
7727,"Limpopo","Urban",1,"Medium","EA_0475","House"
7728,"KwaZulu-Natal","Urban",6,"Medium","EA_0268","Flat"
7729,"Eastern Cape","Urban",8,"Medium","EA_0455","House"
7730,"Western Cape","Rural",4,"Medium","EA_0094","House"
7731,"Western Cape","Urban",5,"Medium","EA_0477","House"
7732,"KwaZulu-Natal","Rural",3,"Low","EA_0342","House"
7733,"Mpumalanga","Urban",5,"Low","EA_0064","Informal"
