"response_id","household_id","mode_sequence","initial_mode","final_mode","n_mode_switches","web_attempt_date","web_response","phone_attempt_date","phone_response","f2f_attempt_date","f2f_response","final_response_status","response_propensity_score","mode_preference_stated","device_type","completion_time_minutes","data_quality_score","item_nonresponse_rate","straightlining_detected","mode_effect_adjustment","cost_total","interviewer_id","paradata_available"
"MM01653","HH00356","Web only","Web","Web",1,2024-01-23,"Partial",NA,NA,NA,NA,"Partial",0.269145076337634,"Phone","Tablet",20,99.2381571248836,0.163923228865555,0,1.08586281248691,4.59,NA,1
"MM01654","HH01122","F2F only","Face-to-face","Face-to-face",1,2024-01-02,"Complete",NA,NA,19759,"Partial","Partial",0.642570691449691,"Face-to-face","Desktop",47,76.9015890226089,0.228495568171559,1,0.84531723684572,25.47,"INT030",0
"MM01655","HH00493","Web-F2F","Web","Face-to-face",1,2024-01-09,"Complete",NA,NA,19758,"Complete","Complete",0.14049359872849,"Face-to-face","Desktop",42,95.9718428474438,0.0489170986809786,0,0.95039089260989,39.77,"INT038",0
"MM01656","HH01384","Web-F2F","Web","Face-to-face",2,2024-01-08,"No response",NA,NA,19745,"Complete","Complete",0.455944638109661,"Phone","Desktop",71,53.8615724995566,0.0995493424749546,0,1.02843969207159,31.74,"INT013",0
"MM01657","HH00207","Web-F2F","Web","Face-to-face",0,2024-01-04,"Complete",NA,NA,19746,"Complete","Complete",0.326468803798504,"Web","Mobile",50,67.7206910816851,0.0436720100711012,0,0.857329743855567,42.78,"INT021",1
"MM01658","HH00209","Web only","Web","Web",1,2024-01-28,"No response",NA,NA,NA,NA,"No response",0.133686338587506,"No preference","NA",17,95.3279543758458,0.189290042444587,0,1.10651161529238,4.86,NA,1
"MM01659","HH00066","Phone-F2F","Phone","Face-to-face",0,2024-01-12,"No response",19750,"No response",19749,"Refused","Refused",0.482174072787854,"Phone","NA",46,66.446193977813,0.0536257060814574,0,0.920746994625231,41.82,"INT022",1
"MM01660","HH00051","Web-F2F","Web","Face-to-face",0,2024-01-31,"Complete",NA,NA,19782,"Complete","Complete",0.161986529684688,"No preference","Desktop",18,63.2176210959366,0.1381671541467,1,0.824451696452312,46.69,"INT003",1
"MM01661","HH00087","F2F only","Face-to-face","Face-to-face",0,2024-01-31,"No response",NA,NA,19773,"Complete","Complete",0.47499369506544,"No preference","Desktop",55,93.7199449947565,0.0685583279471593,0,1.05959026081662,42.75,"INT021",1
"MM01662","HH00041","Web-Phone","Web","Phone",0,2024-01-24,"Complete",19754,"No response",NA,NA,"No response",0.125567590005632,"No preference","Mobile",44,87.6507781757301,0.0996839486633949,0,0.987229045823655,12.39,"INT038",0
"MM01663","HH01409","Web-Phone","Web","Phone",0,2024-01-08,"No response",19749,"Complete",NA,NA,"Complete",0.61712737119785,"Phone","Desktop",42,69.9958311319843,0.124950550978111,0,0.93317115473091,10.41,"INT024",1
"MM01664","HH01206","Web-Phone","Web","Phone",0,2024-01-07,"Complete",19749,"No response",NA,NA,"No response",0.273954018016035,"Face-to-face","Desktop",10,51.7537398262031,0.165814004460729,0,1.0995980086684,8.39,"INT046",0
"MM01665","HH01475","Web-F2F","Web","Face-to-face",0,2024-01-03,"Complete",NA,NA,19739,"Refused","Refused",0.523955204381027,"No preference","Mobile",40,44.0122618229347,0.159742139429316,0,0.863754556512052,29.04,"INT036",1
"MM01666","HH00907","Web only","Web","Web",0,2024-01-25,"No response",NA,NA,NA,NA,"No response",0.400680444143292,"Phone","Desktop",25,106.952888394747,0.0936543332523951,0,0.944795217661083,4.64,NA,1
"MM01667","HH01047","Web-F2F","Web","Face-to-face",1,2024-01-02,"No response",NA,NA,19758,"Complete","Complete",0.217778007684479,"Phone","Desktop",64,75.3432142021556,0.181759405394467,1,1.02650286369917,33.4,"INT040",1
"MM01668","HH00718","Web-F2F","Web","Face-to-face",2,2024-01-29,"Complete",NA,NA,19783,"Complete","Complete",0.576849963050228,"Web","Mobile",38,62.574080889457,0.0258411799512008,0,0.942402966801638,44.03,"INT009",1
"MM01669","HH01099","Phone-F2F","Phone","Face-to-face",0,2024-01-19,"No response",19748,"Complete",19769,"Complete","Complete",0.375087524180641,"Web","Mobile",62,77.2567055951255,0.0302946769841138,0,0.998861740909377,32.61,"INT028",1
"MM01670","HH00388","Web-Phone","Web","Phone",2,2024-01-09,"Complete",19746,"Partial",NA,NA,"Partial",0.217057308147692,"No preference","Desktop",35,105.88262651008,0.127414761219097,0,1.0582789319178,9.98,"INT027",1
"MM01671","HH01168","Phone-F2F","Phone","Face-to-face",0,2024-01-28,"Complete",19759,"Partial",19766,"Complete","Complete",0.496741841961147,"No preference","Mobile",51,93.1360846355559,0.170219606671488,0,1.12887774229298,48.92,"INT017",1
"MM01672","HH00899","Web-F2F","Web","Face-to-face",0,2024-01-22,"Partial",NA,NA,19777,"Complete","Complete",0.191176383507831,"No preference","Tablet",39,52.6755923783259,0.12059626001632,0,0.968832473907065,29.44,"INT027",1
"MM01673","HH00673","Web-Phone","Web","Phone",0,2024-01-14,"No response",19752,"Complete",NA,NA,"Complete",0.281793064062561,"No preference","Desktop",41,51.4974240220966,0.0438142839686808,0,1.1792168037919,8.3,"INT032",0
"MM01674","HH00671","Web-F2F","Web","Face-to-face",1,2024-01-02,"No response",NA,NA,19752,"Complete","Complete",0.509740973612012,"Phone","Desktop",47,64.8952947725223,0.221918663882042,0,1.00668048646497,26.81,"INT023",0
"MM01675","HH00176","Phone-F2F","Phone","Face-to-face",2,2024-01-26,"Partial",19769,"No response",19775,"Complete","Complete",0.341301362588567,"Face-to-face","Mobile",50,84.5772372520809,0.0211614561136246,0,0.880483896179872,29.62,"INT009",0
"MM01676","HH01227","Web-Phone","Web","Phone",1,2024-01-12,"No response",19753,"Partial",NA,NA,"Partial",0.248099047160154,"No preference","Mobile",43,78.9215569449752,0.020622955359038,0,0.945519490979812,13.11,"INT032",1
"MM01677","HH00736","Web-Phone","Web","Phone",1,2024-01-21,"No response",19761,"Complete",NA,NA,"Complete",0.0417254312547915,"Face-to-face","Desktop",26,63.0847013416121,0.0999950636481409,0,0.919027225780106,9.26,"INT022",0
"MM01678","HH00083","Web-F2F","Web","Face-to-face",0,2024-01-22,"No response",NA,NA,19770,"Complete","Complete",0.357149644117375,"Face-to-face","NA",35,70.9308633760027,0.153203830717717,0,0.978095236017998,29.38,"INT044",1
"MM01679","HH00253","Web-Phone","Web","Phone",0,2024-01-02,"No response",19733,"Complete",NA,NA,"Complete",0.563471474143777,"Face-to-face","NA",42,70.4177345395681,0.015393633710104,0,0.98444554212914,10.95,"INT015",1
"MM01680","HH00350","Web only","Web","Web",0,2024-01-26,"No response",NA,NA,NA,NA,"No response",0.361067774211118,"Web","Desktop",28,106.990786325829,0.0237880949879527,0,0.80569942563051,4.14,NA,0
"MM01681","HH00043","F2F only","Face-to-face","Face-to-face",1,2024-01-12,"No response",NA,NA,19749,"Refused","Refused",0.473254049487984,"Web","NA",42,77.4374826728305,0.184129937741846,1,0.866436184248694,49.81,"INT037",1
"MM01682","HH00114","Web only","Web","Web",0,2024-01-27,"No response",NA,NA,NA,NA,"No response",0.197458625482267,"Face-to-face","Mobile",30,99.1593362290996,0.206380101061813,0,1.14988824020103,3.73,NA,1
"MM01683","HH00670","Web-F2F","Web","Face-to-face",0,2024-01-27,"Complete",NA,NA,19779,"Complete","Complete",0.115750255219772,"Web","Tablet",65,86.5061395558079,0.0820218793584978,0,0.97923300389531,40.76,"INT035",1
"MM01684","HH00562","Web only","Web","Web",0,2024-01-18,"Complete",NA,NA,NA,NA,"Complete",0.403840681691927,"Face-to-face","NA",29,63.9277767044182,0.181701896124217,0,0.915118323364969,4.53,NA,1
"MM01685","HH00785","Web only","Web","Web",0,2024-01-05,"No response",NA,NA,NA,NA,"No response",0.137978225602728,"Phone","Desktop",31,78.3681632316935,0.0164144619544047,0,0.904216032065589,3.2,NA,1
"MM01686","HH00913","Web-Phone","Web","Phone",1,2024-01-01,"No response",19744,"No response",NA,NA,"No response",0.239174743474118,"Face-to-face","Desktop",34,69.786824771202,0.0214868841783521,1,0.974232908274724,14.23,"INT032",0
"MM01687","HH01091","F2F only","Face-to-face","Face-to-face",2,2024-01-25,"Complete",NA,NA,19765,"Refused","Refused",0.773952528929145,"Phone","Tablet",35,79.6018098941622,0.109854556535908,1,0.916917490985286,31.01,"INT006",0
"MM01688","HH01132","Web-F2F","Web","Face-to-face",2,2024-01-10,"Complete",NA,NA,19760,"Complete","Complete",0.500447766536602,"Phone","Desktop",66,69.3552626376796,0.0653446207013747,0,1.0618733449362,34.55,"INT029",1
"MM01689","HH00754","Web-F2F","Web","Face-to-face",0,2024-01-18,"No response",NA,NA,19763,"Complete","Complete",0.353611015535985,"Phone","Desktop",42,58.077881178977,0.153109206036259,0,1.07398615325002,44.44,"INT019",1
"MM01690","HH00448","Phone-F2F","Phone","Face-to-face",2,2024-01-31,"Partial",19770,"No response",19775,"Complete","Complete",0.395459339222653,"Phone","Mobile",25,75.6053938603592,0.102002983171802,0,0.956140899368594,28.42,"INT035",1
"MM01691","HH01109","F2F only","Face-to-face","Face-to-face",0,2024-01-23,"Complete",NA,NA,19764,"Complete","Complete",0.48106211476063,"Web","Mobile",54,73.4099897196261,0.112205469279572,0,0.96211951556484,49.58,"INT020",0
"MM01692","HH00964","Phone-F2F","Phone","Face-to-face",0,2024-01-18,"No response",19754,"Partial",19757,"Refused","Refused",0.421447546400657,"Web","Desktop",38,69.531062614048,0.115902566776777,0,0.93658237697591,28.18,"INT037",1
"MM01693","HH00324","Web-F2F","Web","Face-to-face",0,2024-01-08,"Partial",NA,NA,19752,"Complete","Complete",0.722093099565564,"No preference","Mobile",62,50.7832103431918,0.223226538698324,0,0.870327276102124,40.41,"INT034",1
"MM01694","HH01141","F2F only","Face-to-face","Face-to-face",0,2024-01-07,"No response",NA,NA,19756,"Complete","Complete",0.191592329060445,"Web","NA",42,61.4660162120681,0.196810134062756,0,1.01271647905529,28.05,"INT003",1
"MM01695","HH00984","Web-F2F","Web","Face-to-face",1,2024-01-27,"Partial",NA,NA,19783,"Partial","Partial",0.702825852315027,"Web","Mobile",56,47.2908597813876,0.0496875171865829,0,0.934655104642868,36.21,"INT011",1
"MM01696","HH01365","Web-Phone","Web","Phone",1,2024-01-19,"No response",19760,"Complete",NA,NA,"Complete",0.49881878169695,"No preference","Desktop",46,77.0750857025815,0.0690255930954985,0,1.07626940683049,10.23,"INT026",1
"MM01697","HH01343","Web-F2F","Web","Face-to-face",3,2024-01-08,"Complete",NA,NA,19746,"Complete","Complete",0.0473367633175761,"Face-to-face","NA",49,49.5695699190719,0.193036090489766,0,0.914950574310405,38.14,"INT022",0
"MM01698","HH01130","Web-F2F","Web","Face-to-face",3,2024-01-22,"Complete",NA,NA,19772,"Complete","Complete",0.0863740862486764,"Face-to-face","Mobile",35,73.8533909628818,0.103429470417226,0,1.0738220868986,27.79,"INT001",1
"MM01699","HH00017","Web-F2F","Web","Face-to-face",1,2024-01-10,"Complete",NA,NA,19758,"Complete","Complete",0.198655045346749,"Web","Tablet",65,66.3400526071215,0.145697337864039,0,0.852873178333414,36.23,"INT019",1
"MM01700","HH00271","Web-F2F","Web","Face-to-face",0,2024-01-30,"Partial",NA,NA,19779,"Refused","Refused",0.810152374571305,"Web","Mobile",21,66.1098887246998,0.169870843398253,0,1.05580550553643,43.26,"INT019",0
"MM01701","HH00617","Web-Phone","Web","Phone",0,2024-01-11,"Partial",19742,"Complete",NA,NA,"Complete",0.191121601515351,"Face-to-face","Mobile",49,49.3194034780775,0.179778748970668,0,1.060193024008,13.93,"INT037",0
"MM01702","HH01231","Web only","Web","Web",2,2024-01-22,"No response",NA,NA,NA,NA,"No response",0.222941344190872,"Phone","Mobile",17,47.8632141035934,0.077261211134575,0,1.02888761090294,3.97,NA,0
"MM01703","HH00374","Web-F2F","Web","Face-to-face",1,2024-01-02,"Partial",NA,NA,19751,"Complete","Complete",0.710503689744824,"Face-to-face","NA",43,76.334421608547,0.0237938786732503,0,0.927952006728111,48.47,"INT032",1
"MM01704","HH00013","Web-F2F","Web","Face-to-face",0,2024-01-03,"Complete",NA,NA,19745,"Complete","Complete",0.430705527222798,"Phone","NA",42,88.7293595159146,0.0402804069559616,0,0.956117831183552,44.38,"INT034",0
"MM01705","HH00045","Web-F2F","Web","Face-to-face",1,2024-01-23,"Partial",NA,NA,19766,"Complete","Complete",0.0980358753121161,"Phone","Tablet",57,113.81702188214,0.024628565863783,0,0.998273572784215,26.57,"INT012",1
"MM01706","HH00338","F2F only","Face-to-face","Face-to-face",2,2024-01-30,"No response",NA,NA,19784,"Complete","Complete",0.330475615724964,"Face-to-face","Mobile",20,43.7665645438865,0.0985622177764832,0,1.10692492290305,49.14,"INT030",1
"MM01707","HH00309","F2F only","Face-to-face","Face-to-face",0,2024-01-17,"No response",NA,NA,19774,"Partial","Partial",0.528635664156665,"Phone","Desktop",53,56.935399646531,0.109046084332472,0,1.20046821360679,25.32,"INT036",1
"MM01708","HH00726","Web only","Web","Web",0,2024-01-20,"No response",NA,NA,NA,NA,"No response",0.55865782553568,"Phone","NA",28,50.9508620804088,0.148619998403932,0,1.15205015356982,4,NA,1
"MM01709","HH01349","Web-F2F","Web","Face-to-face",3,2024-01-20,"Complete",NA,NA,19775,"Partial","Partial",0.207599946882409,"No preference","Desktop",32,80.7105054926514,0.0569554310605432,0,1.09902633695007,37.72,"INT033",1
"MM01710","HH00499","Web only","Web","Web",0,2024-01-14,"No response",NA,NA,NA,NA,"No response",0.329278913609446,"Face-to-face","Tablet",21,31.4905178597998,0.0855501369913541,0,1.19158274707329,2.53,NA,1
"MM01711","HH00419","Web only","Web","Web",1,2024-01-01,"No response",NA,NA,NA,NA,"No response",0.157208428971354,"No preference","Desktop",28,45.2351196292546,0.038041490726855,0,0.975799815589381,4.57,NA,1
"MM01712","HH00959","Web-F2F","Web","Face-to-face",0,2024-01-03,"Complete",NA,NA,19756,"Complete","Complete",0.323332859997501,"No preference","Mobile",27,81.5094229858924,0.058354584402278,0,1.16129384932365,31.77,"INT041",1
"MM01713","HH00406","Phone-F2F","Phone","Face-to-face",2,2024-01-31,"Complete",19769,"No response",19784,"Complete","Complete",0.437063812984424,"Web","Desktop",34,85.4925450627576,0.129239689959919,0,0.953621782499707,29.36,"INT004",1
"MM01714","HH00387","F2F only","Face-to-face","Face-to-face",2,2024-01-22,"No response",NA,NA,19777,"Complete","Complete",0.411290726253395,"No preference","NA",39,59.2709716028892,0.0668392836203285,0,0.89675198433007,39.73,"INT013",1
"MM01715","HH00301","Web only","Web","Web",1,2024-01-22,"No response",NA,NA,NA,NA,"No response",0.066376529694759,"Phone","NA",14,84.5341829230427,0.0705805529077758,0,1.14878500562766,4.09,NA,1
"MM01716","HH01183","Web-F2F","Web","Face-to-face",2,2024-01-11,"No response",NA,NA,19764,"Complete","Complete",0.389631660090382,"Web","Mobile",34,108.657759934987,0.18606702044402,0,0.96174746747321,30.76,"INT043",1
"MM01717","HH01043","Web-Phone","Web","Phone",2,2024-01-22,"Complete",19760,"Complete",NA,NA,"Complete",0.239100775383315,"Web","Mobile",33,90.7992187385879,0.0450418160733166,0,0.96285413464285,10.93,"INT031",1
"MM01718","HH00134","Web-Phone","Web","Phone",0,2024-01-13,"Complete",19755,"Partial",NA,NA,"Partial",0.176318082094223,"Face-to-face","Mobile",25,78.6966330729396,0.0414830087130668,0,0.894253159568969,13.25,"INT045",1
"MM01719","HH00380","Web-Phone","Web","Phone",2,2024-01-29,"Complete",19769,"No response",NA,NA,"No response",0.520361469476719,"No preference","NA",34,89.9578387888687,0.0200885591288272,0,0.875958664573586,12.25,"INT001",0
"MM01720","HH00679","Web-Phone","Web","Phone",0,2024-01-06,"No response",19735,"No response",NA,NA,"No response",0.412337777234763,"Face-to-face","Mobile",55,60.0744004292692,0.0116212784408646,0,1.09320425650367,13.02,"INT049",1
"MM01721","HH00179","Web-Phone","Web","Phone",0,2024-01-26,"Partial",19755,"Complete",NA,NA,"Complete",0.291080804648606,"Phone","Tablet",36,85.8775424574315,0.0821646376171646,0,0.852327011161732,10.85,"INT001",1
"MM01722","HH00871","Web only","Web","Web",1,2024-01-27,"No response",NA,NA,NA,NA,"No response",0.731999371843731,"Phone","Mobile",15,76.5290243319926,0.110003384322956,0,1.08383160326439,2.77,NA,1
"MM01723","HH00241","Web-Phone","Web","Phone",0,2024-01-03,"Complete",19736,"Complete",NA,NA,"Complete",0.404633081891028,"Web","NA",27,60.3262885994707,0.0338204572421285,0,1.14900885905576,14.34,"INT010",1
"MM01724","HH01153","F2F only","Face-to-face","Face-to-face",0,2024-01-07,"No response",NA,NA,19757,"Complete","Complete",0.553471709636367,"Phone","Desktop",60,86.9038565217613,0.122442951366386,0,1.00440807091165,46.61,"INT007",1
"MM01725","HH00506","F2F only","Face-to-face","Face-to-face",1,2024-01-11,"No response",NA,NA,19764,"Partial","Partial",0.223269821576716,"Face-to-face","Desktop",26,85.3094159229777,0.0387273407188341,0,0.860899784702616,34.53,"INT020",1
"MM01726","HH01482","F2F only","Face-to-face","Face-to-face",0,2024-01-08,"No response",NA,NA,19760,"Complete","Complete",0.0447503605719391,"Phone","Desktop",32,58.8185770058567,0.0647099343962787,0,1.09325934262778,36.9,"INT014",1
"MM01727","HH00867","Web-F2F","Web","Face-to-face",1,2024-01-27,"Complete",NA,NA,19765,"Complete","Complete",0.179808938090065,"Phone","Mobile",44,66.9932129738369,0.0553677137284859,0,0.974658056717248,36.87,"INT019",1
"MM01728","HH01163","Web-Phone","Web","Phone",1,2024-01-10,"No response",19743,"No response",NA,NA,"No response",0.22213669171789,"Web","Desktop",35,103.171368402392,0.121834132532204,0,1.05704572504882,13.7,"INT004",1
"MM01729","HH00534","Web-F2F","Web","Face-to-face",0,2024-01-18,"No response",NA,NA,19761,"Complete","Complete",0.0865387743053427,"No preference","Desktop",34,57.1911824820342,0.234698242827405,0,0.974092767081584,49.97,"INT048",1
"MM01730","HH00288","Web-F2F","Web","Face-to-face",1,2024-01-11,"Complete",NA,NA,19768,"Complete","Complete",0.438205498836616,"No preference","Tablet",54,99.5007378657772,0.110851631087761,0,0.983016789105938,35.76,"INT015",1
"MM01731","HH00557","Web-F2F","Web","Face-to-face",0,2024-01-06,"No response",NA,NA,19757,"Partial","Partial",0.322160553368349,"Face-to-face","Desktop",29,82.6741465063199,0.12122904233126,0,1.11014281059069,29.24,"INT046",1
"MM01732","HH00753","Web-F2F","Web","Face-to-face",0,2024-01-09,"No response",NA,NA,19751,"Complete","Complete",0.148929729332542,"Phone","Mobile",65,54.3470437357747,0.0498275291815363,0,0.980274406322265,35.32,"INT013",1
"MM01733","HH00231","F2F only","Face-to-face","Face-to-face",0,2024-01-12,"No response",NA,NA,19749,"Complete","Complete",0.431021093469774,"Web","Mobile",27,78.2948509977762,0.0534237713148265,0,1.08754583906374,33.61,"INT019",0
"MM01734","HH00968","Phone-F2F","Phone","Face-to-face",1,2024-01-07,"Complete",19750,"Complete",19743,"Complete","Complete",0.478631527408528,"Face-to-face","Mobile",42,91.9908304678423,0.0910272192681875,1,0.935433283460422,47.62,"INT050",1
"MM01735","HH00635","Phone-F2F","Phone","Face-to-face",1,2024-01-19,"Complete",19754,"No response",19768,"Partial","Partial",0.265776192564703,"Web","Mobile",47,86.6446899358247,0.0519354646499956,0,1.16708452773814,35.72,"INT023",1
"MM01736","HH00225","Phone-F2F","Phone","Face-to-face",0,2024-01-30,"No response",19763,"Complete",19769,"Refused","Refused",0.54918985061439,"Phone","Mobile",40,84.9325017288171,0.0314209587850042,0,1.17364148191832,44.74,"INT017",0
"MM01737","HH00956","Web-F2F","Web","Face-to-face",1,2024-01-27,"No response",NA,NA,19782,"Complete","Complete",0.838395894322729,"Phone","Mobile",30,81.779497519554,0.229976154841714,0,1.16850678432714,47.52,"INT040",1
"MM01738","HH01217","Web-F2F","Web","Face-to-face",3,2024-01-08,"No response",NA,NA,19751,"Partial","Partial",0.340966236214558,"Web","Mobile",31,45.3847035506824,0.0867432951485358,0,0.935859870546731,30.82,"INT009",0
"MM01739","HH01496","Web-F2F","Web","Face-to-face",1,2024-01-04,"No response",NA,NA,19753,"Complete","Complete",0.284183380728623,"No preference","Tablet",56,47.4717780990056,0.036759411728265,0,1.14908412910034,35.42,"INT036",0
"MM01740","HH00361","F2F only","Face-to-face","Face-to-face",0,2024-01-24,"No response",NA,NA,19772,"Complete","Complete",0.442384905378768,"Face-to-face","NA",54,95.3365605316015,0.0766708503849634,0,1.08816053482068,39.64,"INT001",1
"MM01741","HH00676","F2F only","Face-to-face","Face-to-face",0,2024-01-16,"No response",NA,NA,19753,"Partial","Partial",0.334566872416366,"Face-to-face","NA",46,76.9189770807338,0.0457552137353278,0,1.01669210808842,31.01,"INT002",1
"MM01742","HH01272","Web-F2F","Web","Face-to-face",1,2024-01-16,"Complete",NA,NA,19759,"Complete","Complete",0.496179635948541,"Web","Mobile",41,81.3867883107777,0.163522161781361,0,1.02910399128143,29.09,"INT037",1
"MM01743","HH00490","Web-F2F","Web","Face-to-face",0,2024-01-21,"No response",NA,NA,19778,"Complete","Complete",0.454172427427809,"Face-to-face","Tablet",40,68.7909513477775,0.099309325518187,0,1.21557057834423,46.63,"INT003",1
"MM01744","HH00163","Web-Phone","Web","Phone",0,2024-01-31,"Complete",19770,"Complete",NA,NA,"Complete",0.588804414015292,"Face-to-face","Desktop",51,114.590610819365,0.128467660497927,0,0.944580267308336,14.53,"INT033",1
"MM01745","HH01156","Web-F2F","Web","Face-to-face",3,2024-01-30,"No response",NA,NA,19785,"Complete","Complete",0.238481929436302,"Face-to-face","Mobile",30,63.3161372845053,0.0342610585569602,0,1.03195558936892,29.67,"INT011",1
"MM01746","HH01232","Phone-F2F","Phone","Face-to-face",0,2024-01-03,"No response",19736,"Complete",19745,"Complete","Complete",0.312012535914233,"Web","Mobile",50,114.557525135833,0.158905804970639,0,1.03227660322057,42.77,"INT004",1
"MM01747","HH00924","Web-F2F","Web","Face-to-face",3,2024-01-25,"No response",NA,NA,19776,"Complete","Complete",0.740891918054604,"Web","Desktop",46,69.9562247482899,0.190780142400509,0,1.09128935925685,37.19,"INT012",1
"MM01748","HH01310","Web-Phone","Web","Phone",1,2024-01-23,"No response",19760,"Complete",NA,NA,"Complete",0.338007342461822,"Web","NA",47,71.6830632930518,0.132116566191799,1,0.836168946244399,11.81,"INT012",1
"MM01749","HH01003","Web-F2F","Web","Face-to-face",0,2024-01-01,"No response",NA,NA,19747,"Complete","Complete",0.585979024863853,"Web","NA",41,48.5536815926457,0.0159243083939452,0,0.954320485733363,45.31,"INT001",1
"MM01750","HH00514","Web only","Web","Web",0,2024-01-12,"Partial",NA,NA,NA,NA,"Partial",0.642443246919438,"Face-to-face","Mobile",26,66.233288124827,0.0813769584846104,0,0.943826127874428,4.12,NA,1
"MM01751","HH01439","Web-F2F","Web","Face-to-face",3,2024-01-24,"Complete",NA,NA,19781,"Complete","Complete",0.525798638714736,"Phone","Desktop",51,70.3822293700557,0.0908422037058656,0,1.10077647362034,46.44,"INT022",0
"MM01752","HH00963","Web-Phone","Web","Phone",0,2024-01-26,"Complete",19763,"Partial",NA,NA,"Partial",0.447071311998311,"Face-to-face","Desktop",22,79.6386207002645,0.120994395254556,0,1.07241130748203,8.88,"INT039",0
"MM01753","HH01294","F2F only","Face-to-face","Face-to-face",0,2024-01-12,"No response",NA,NA,19763,"Complete","Complete",0.342688671837085,"Web","Mobile",45,89.8537139751229,0.0531199526743333,0,0.914782967409833,29.74,"INT037",0
"MM01754","HH00441","Web-F2F","Web","Face-to-face",0,2024-01-25,"No response",NA,NA,19776,"Complete","Complete",0.493287718597267,"Web","Mobile",41,86.2740550856716,0.104637169969464,0,0.942327926730775,33.11,"INT033",1
"MM01755","HH00036","Web-Phone","Web","Phone",0,2024-01-15,"No response",19756,"Complete",NA,NA,"Complete",0.276676426212679,"Phone","Mobile",39,83.6824922828558,0.135862688698141,0,0.913834831832027,13.51,"INT006",1
"MM01756","HH00455","Web-Phone","Web","Phone",0,2024-01-22,"Partial",19757,"Complete",NA,NA,"Complete",0.744953495676752,"Web","Mobile",13,79.515982905766,0.0247110887187124,0,1.15014092507456,9.28,"INT038",0
"MM01757","HH01050","F2F only","Face-to-face","Face-to-face",1,2024-01-02,"Partial",NA,NA,19759,"Complete","Complete",0.360238632263855,"Face-to-face","Tablet",52,60.7718703087358,0.221699264633436,0,1.09713433060164,47.19,"INT032",0
"MM01758","HH01265","Phone-F2F","Phone","Face-to-face",0,2024-01-14,"No response",19745,"No response",19756,"Complete","Complete",0.339332833801414,"Phone","Desktop",41,102.775725085228,0.01442311997103,0,0.982189805120908,41.79,"INT023",1
"MM01759","HH01133","F2F only","Face-to-face","Face-to-face",0,2024-01-05,"No response",NA,NA,19757,"Complete","Complete",0.182894560488475,"Web","Mobile",34,67.3260430893768,0.0701552720403291,0,1.03180282821575,43.93,"INT037",1
"MM01760","HH00044","Web-Phone","Web","Phone",1,2024-01-18,"No response",19751,"Complete",NA,NA,"Complete",0.136135856641722,"Face-to-face","Mobile",44,59.7407963383833,0.144902329227365,0,0.85976543557596,13.47,"INT041",0
"MM01761","HH01243","Web-Phone","Web","Phone",1,2024-01-17,"No response",19748,"No response",NA,NA,"No response",0.586115772928262,"Web","Tablet",25,93.1848126313782,0.0710873323624512,0,1.10799700107414,8.72,"INT020",1
"MM01762","HH00755","F2F only","Face-to-face","Face-to-face",0,2024-01-26,"Complete",NA,NA,19780,"Complete","Complete",0.783993408461004,"Face-to-face","NA",27,44.9913851187211,0.0382626497226123,0,1.10488009336119,49.65,"INT005",1
"MM01763","HH00097","Web-F2F","Web","Face-to-face",2,2024-01-09,"No response",NA,NA,19761,"Refused","Refused",0.341062823222858,"Face-to-face","Tablet",65,66.3409311362063,0.0880589979321546,0,1.13891325330968,27.27,"INT015",1
"MM01764","HH00294","Web-F2F","Web","Face-to-face",0,2024-01-20,"No response",NA,NA,19767,"Complete","Complete",0.158413337403967,"Face-to-face","Tablet",47,83.4106657290951,0.174180291579076,0,0.987789455075921,32.13,"INT037",1
"MM01765","HH01420","F2F only","Face-to-face","Face-to-face",1,2024-01-30,"Partial",NA,NA,19774,"Partial","Partial",0.253112074924248,"Phone","NA",44,74.2989609712814,0.0330578359797443,0,1.12614344123381,26.7,"INT013",1
"MM01766","HH01347","Phone-F2F","Phone","Face-to-face",3,2024-01-08,"No response",19742,"Complete",19754,"Complete","Complete",0.411695398418564,"No preference","Mobile",34,75.9687233134806,0.220406878039974,0,0.981187209510023,39.77,"INT043",0
"MM01767","HH00205","Web-Phone","Web","Phone",1,2024-01-05,"Complete",19736,"Complete",NA,NA,"Complete",0.482717446633994,"Face-to-face","NA",38,64.3768168913921,0.249594286837438,0,1.0956568229488,13.07,"INT044",0
"MM01768","HH00470","Web-F2F","Web","Face-to-face",0,2024-01-26,"Partial",NA,NA,19764,"Complete","Complete",0.574852596240708,"Web","NA",21,65.9357641232841,0.0119758336298595,0,1.20494300236751,25.66,"INT041",1
"MM01769","HH00053","Web only","Web","Web",0,2024-01-06,"No response",NA,NA,NA,NA,"No response",0.687710198171078,"Web","Desktop",38,100.874548417844,0.0962067408084781,0,0.967685276098449,4.83,NA,1
"MM01770","HH00864","Phone-F2F","Phone","Face-to-face",2,2024-01-29,"Complete",19769,"No response",19786,"Complete","Complete",0.214581024552544,"Phone","Mobile",39,68.8683769691723,0.0955586306345193,0,1.10942693621731,44.23,"INT027",0
"MM01771","HH01303","Web-F2F","Web","Face-to-face",0,2024-01-30,"No response",NA,NA,19772,"Complete","Complete",0.531977012455574,"No preference","NA",44,73.3122314302633,0.0366006789219955,1,1.03258075057213,27.76,"INT049",0
