"person_id","household_id","ea_id","member_number","relationship","age","gender","marital_status","education_level","employment_status","occupation_code","industry_code","hours_worked_week","income_monthly","chronic_illness","disability","school_attendance","literacy","birth_certificate","id_document","mobile_phone","migrant_status"
"HH00200_012_07","HH00200_012","EA02649",7,"Child",15,"Female","Never married","Secondary complete","Employed",NA,NA,29,1179,0,0,"Not attending",1,0,0,1,"Non-migrant"
"HH00200_013_01","HH00200_013","EA02649",1,"Head",24,"Female","Married","None","Employed",NA,NA,44,1884,0,0,"Attending",0,1,1,1,"Non-migrant"
"HH00200_013_02","HH00200_013","EA02649",2,"Spouse",25,"Male","Never married","Primary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00200_013_03","HH00200_013","EA02649",3,"Grandchild",8,"Female","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00200_014_01","HH00200_014","EA02649",1,"Head",48,"Male","Separated","Secondary complete","Employed",NA,NA,42,3912,1,1,"Not attending",1,0,1,0,"International"
"HH00200_014_02","HH00200_014","EA02649",2,"Spouse",55,"Female","Married","None","Employed",NA,NA,20,473,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00200_015_01","HH00200_015","EA02649",1,"Head",51,"Female","Never married","Primary incomplete","Employed",NA,NA,32,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00200_015_02","HH00200_015","EA02649",2,"Spouse",42,"Male","Married","Primary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00200_015_03","HH00200_015","EA02649",3,"Parent",88,"Female","Married","Primary complete","Retired",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00200_015_04","HH00200_015","EA02649",4,"Grandchild",57,"Male","Married","Primary complete","Employed",NA,NA,38,1177,0,0,"Not attending",1,1,1,1,"Internal"
"HH00200_015_05","HH00200_015","EA02649",5,"Grandchild",42,"Male","Never married","None","Employed",NA,NA,55,540,0,1,"Not attending",1,1,1,1,"Internal"
"HH00200_016_01","HH00200_016","EA02649",1,"Head",55,"Male","Married","Secondary incomplete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00200_016_02","HH00200_016","EA02649",2,"Spouse",42,"Female","Never married","Secondary complete","Employed",NA,NA,41,2608,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00200_016_03","HH00200_016","EA02649",3,"Sibling",10,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,0,0,0,"Non-migrant"
"HH00200_016_04","HH00200_016","EA02649",4,"Grandchild",8,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,0,0,0,"Non-migrant"
"HH00200_016_05","HH00200_016","EA02649",5,"Child",29,"Female","Separated","Tertiary","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00200_016_06","HH00200_016","EA02649",6,"Child",16,"Female","Widowed","Secondary complete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00200_016_07","HH00200_016","EA02649",7,"Child",26,"Male","Divorced","None","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00200_017_01","HH00200_017","EA02649",1,"Head",55,"Female","Never married","Tertiary","Student",NA,NA,NA,NA,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00200_017_02","HH00200_017","EA02649",2,"Spouse",64,"Male","Married","Primary incomplete","Employed",NA,NA,44,300,0,0,"Not attending",1,1,1,1,"Internal"
"HH00200_017_03","HH00200_017","EA02649",3,"Non-relative",34,"Male","Married","Secondary complete","Unemployed",NA,NA,NA,NA,0,1,"Not attending",1,0,0,1,"Non-migrant"
"HH00200_018_01","HH00200_018","EA02649",1,"Head",39,"Male","Married","Secondary complete","Employed",NA,NA,25,828,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00200_018_02","HH00200_018","EA02649",2,"Spouse",38,"Female","Never married","Secondary complete","Employed",NA,NA,35,718,0,0,"Not attending",1,1,0,0,"Non-migrant"
"HH00200_018_03","HH00200_018","EA02649",3,"Child",5,"Female","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,0,0,0,"Non-migrant"
"HH00200_018_04","HH00200_018","EA02649",4,"Parent",75,"Female","Never married","Primary complete","Retired",NA,NA,NA,NA,0,0,"Not attending",1,0,1,0,"Non-migrant"
"HH00200_018_05","HH00200_018","EA02649",5,"Child",17,"Female","Divorced","None","Employed",NA,NA,36,1421,0,0,"Attending",0,1,1,0,"Non-migrant"
"HH00200_018_06","HH00200_018","EA02649",6,"Sibling",19,"Female","Married","Primary incomplete","Employed",NA,NA,61,388,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00200_019_01","HH00200_019","EA02649",1,"Head",25,"Female","Never married","Secondary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Attending",1,0,1,1,"Non-migrant"
"HH00200_019_02","HH00200_019","EA02649",2,"Child",1,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00200_019_03","HH00200_019","EA02649",3,"Parent",57,"Male","Married","Secondary incomplete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00200_019_04","HH00200_019","EA02649",4,"Parent",47,"Female","Never married","Secondary complete","Employed",NA,NA,30,1145,1,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00200_019_05","HH00200_019","EA02649",5,"Child",6,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Not attending",0,1,0,0,"Non-migrant"
"HH00200_019_06","HH00200_019","EA02649",6,"Sibling",33,"Female","Divorced","Secondary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,0,1,0,"Non-migrant"
"HH00200_020_01","HH00200_020","EA02649",1,"Head",66,"Female","Married","Tertiary","Retired",NA,NA,NA,NA,0,1,"Not attending",1,1,1,1,"Non-migrant"
"HH00200_020_02","HH00200_020","EA02649",2,"Spouse",69,"Male","Never married","Primary incomplete","Retired",NA,NA,NA,NA,0,0,"Not attending",0,1,0,1,"Internal"
"HH00200_020_03","HH00200_020","EA02649",3,"Non-relative",34,"Male","Married",NA,"Employed",NA,NA,48,377,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00200_020_04","HH00200_020","EA02649",4,"Child",23,"Female","Married","Secondary complete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00201_001_01","HH00201_001","EA02609",1,"Head",46,"Male","Married","None","Employed",NA,NA,24,308,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00201_001_02","HH00201_001","EA02609",2,"Spouse",43,"Female","Married","Secondary incomplete","Employed",NA,NA,43,215,0,0,"Not attending",1,1,1,1,"Internal"
"HH00201_001_03","HH00201_001","EA02609",3,"Sibling",30,"Male","Married","Secondary incomplete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00201_002_01","HH00201_002","EA02609",1,"Head",51,"Female","Never married",NA,"Employed",NA,NA,49,299,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00201_002_02","HH00201_002","EA02609",2,"Spouse",45,"Male","Married","None","Employed",NA,NA,31,616,0,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00201_002_03","HH00201_002","EA02609",3,"Non-relative",6,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00201_002_04","HH00201_002","EA02609",4,"Child",14,"Female","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,0,0,0,"International"
"HH00201_003_01","HH00201_003","EA02609",1,"Head",62,"Male","Never married","Secondary complete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00201_003_02","HH00201_003","EA02609",2,"Non-relative",11,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,0,"Internal"
"HH00201_003_03","HH00201_003","EA02609",3,"Child",8,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00201_003_04","HH00201_003","EA02609",4,"Child",7,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00201_003_05","HH00201_003","EA02609",5,"Other relative",14,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,1,"Non-migrant"
"HH00201_004_01","HH00201_004","EA02609",1,"Head",70,"Female","Separated","Secondary incomplete","Retired",NA,NA,NA,NA,1,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00201_004_02","HH00201_004","EA02609",2,"Spouse",67,"Male","Never married","Secondary incomplete","Retired",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00201_004_03","HH00201_004","EA02609",3,"Other relative",44,"Female","Married","Primary incomplete","Employed",NA,NA,27,797,0,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00201_004_04","HH00201_004","EA02609",4,"Parent",110,"Male","Married","Primary incomplete","Unemployed",NA,NA,NA,NA,1,0,"Not attending",0,1,1,0,"Non-migrant"
"HH00201_004_05","HH00201_004","EA02609",5,"Child",13,"Female","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,1,"Non-migrant"
"HH00201_005_01","HH00201_005","EA02609",1,"Head",43,"Male","Widowed","None","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00201_005_02","HH00201_005","EA02609",2,"Spouse",36,"Female","Married","Primary complete","Unemployed",NA,NA,NA,NA,0,1,"Not attending",1,1,1,0,"Non-migrant"
"HH00201_005_03","HH00201_005","EA02609",3,"Child",6,"Female","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Not attending",1,1,0,0,"Non-migrant"
"HH00201_005_04","HH00201_005","EA02609",4,"Parent",71,"Female","Married","Primary complete","Employed",NA,NA,31,774,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00201_005_05","HH00201_005","EA02609",5,"Child",10,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00201_005_06","HH00201_005","EA02609",6,"Grandchild",44,"Male","Never married","Secondary incomplete","Employed",NA,NA,33,2266,0,0,"Not attending",1,1,0,0,"Non-migrant"
"HH00201_006_01","HH00201_006","EA02609",1,"Head",36,"Male","Separated","Primary complete","Employed",NA,NA,38,320,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00201_006_02","HH00201_006","EA02609",2,"Other relative",19,"Male","Never married","Primary complete","Homemaker",NA,NA,NA,NA,0,1,"Attending",1,0,1,1,"Internal"
"HH00201_006_03","HH00201_006","EA02609",3,"Child",9,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,0,"Non-migrant"
"HH00201_006_04","HH00201_006","EA02609",4,"Child",18,"Female","Married","Primary complete","Employed",NA,NA,51,NA,1,1,"Attending",1,1,1,0,"Non-migrant"
"HH00201_006_05","HH00201_006","EA02609",5,"Parent",75,"Female","Widowed","Primary incomplete","Employed",NA,NA,46,436,1,0,"Not attending",1,1,1,0,"Internal"
"HH00201_006_06","HH00201_006","EA02609",6,"Child",19,"Female","Married","Primary incomplete","Student",NA,NA,NA,NA,0,0,"Attending",0,1,1,0,"Non-migrant"
"HH00201_007_01","HH00201_007","EA02609",1,"Head",20,"Male","Divorced","Secondary incomplete","Employed",NA,NA,28,1817,0,0,"Attending",1,1,1,1,"Internal"
"HH00201_007_02","HH00201_007","EA02609",2,"Spouse",18,"Female","Married","None","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00201_007_03","HH00201_007","EA02609",3,"Other relative",45,"Male","Never married","Secondary incomplete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00201_008_01","HH00201_008","EA02609",1,"Head",62,"Female","Widowed","Secondary incomplete","Employed",NA,NA,NA,330,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00201_008_02","HH00201_008","EA02609",2,"Spouse",62,"Male","Married","Primary complete","Employed",NA,NA,58,541,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00201_008_03","HH00201_008","EA02609",3,"Sibling",70,"Female","Never married","Secondary complete","Retired",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Internal"
"HH00201_008_04","HH00201_008","EA02609",4,"Sibling",19,"Female","Married","Secondary incomplete","Employed",NA,NA,31,959,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00201_008_05","HH00201_008","EA02609",5,"Child",6,"Female","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00201_009_01","HH00201_009","EA02609",1,"Head",54,"Male","Married","None","Student",NA,NA,NA,NA,0,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00201_009_02","HH00201_009","EA02609",2,"Spouse",58,"Female","Divorced","Secondary complete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00201_009_03","HH00201_009","EA02609",3,"Child",27,"Female","Divorced","Primary complete","Employed",NA,NA,62,276,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00202_001_01","HH00202_001","EA01389",1,"Head",41,"Male","Widowed","Primary incomplete","Unemployed",NA,NA,NA,NA,1,1,"Not attending",0,1,1,1,"Non-migrant"
"HH00202_001_02","HH00202_001","EA01389",2,"Child",12,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,1,"Non-migrant"
"HH00202_001_03","HH00202_001","EA01389",3,"Other relative",43,"Female","Divorced","Secondary complete","Employed",NA,NA,37,231,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00202_001_04","HH00202_001","EA01389",4,"Child",6,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,0,"Internal"
"HH00202_001_05","HH00202_001","EA01389",5,"Child",18,"Male","Divorced","Secondary complete","Employed",NA,NA,34,601,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00202_002_01","HH00202_002","EA01389",1,"Head",55,"Female","Married","Primary complete","Employed",NA,NA,33,371,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00202_002_02","HH00202_002","EA01389",2,"Spouse",43,"Male","Widowed","Primary incomplete","Employed",NA,NA,32,183,1,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00202_002_03","HH00202_002","EA01389",3,"Child",7,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00202_002_04","HH00202_002","EA01389",4,"Child",26,"Female","Married","Secondary incomplete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00202_002_05","HH00202_002","EA01389",5,"Child",2,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00202_003_01","HH00202_003","EA01389",1,"Head",35,"Male","Never married","Primary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"International"
"HH00202_003_02","HH00202_003","EA01389",2,"Spouse",40,"Female","Never married","Primary complete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Internal"
"HH00202_003_03","HH00202_003","EA01389",3,"Sibling",19,"Female","Married","Tertiary","Employed",NA,NA,22,599,1,0,"Attending",1,1,1,1,"Non-migrant"
"HH00202_004_01","HH00202_004","EA01389",1,"Head",38,"Male","Married","Secondary incomplete","Employed",NA,NA,41,45,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00202_004_02","HH00202_004","EA01389",2,"Spouse",39,"Female","Married","Primary complete","Employed",NA,NA,27,824,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00202_004_03","HH00202_004","EA01389",3,"Other relative",11,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,1,0,"Attending",1,1,0,0,"Non-migrant"
"HH00202_004_04","HH00202_004","EA01389",4,"Sibling",29,"Female","Divorced","None","Employed",NA,NA,55,532,0,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00202_004_05","HH00202_004","EA01389",5,"Parent",69,"Female","Separated","Secondary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,0,0,"Non-migrant"
"HH00202_005_01","HH00202_005","EA01389",1,"Head",38,"Female","Never married","Primary complete","Employed",NA,NA,36,325,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00202_005_02","HH00202_005","EA01389",2,"Spouse",36,"Male","Never married","Secondary complete","Employed",NA,NA,32,321,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00202_005_03","HH00202_005","EA01389",3,"Child",3,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00202_005_04","HH00202_005","EA01389",4,"Non-relative",40,"Male","Married","Tertiary","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00202_005_05","HH00202_005","EA01389",5,"Sibling",29,"Male","Married","Primary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00202_005_06","HH00202_005","EA01389",6,"Parent",63,"Male","Married","Secondary complete","Homemaker",NA,NA,NA,NA,1,0,"Not attending",1,1,1,0,"Internal"
"HH00202_005_07","HH00202_005","EA01389",7,"Sibling",36,"Female","Never married","Primary complete","Employed",NA,NA,24,203,1,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00202_006_01","HH00202_006","EA01389",1,"Head",19,"Female","Never married","Primary complete","Employed",NA,NA,43,394,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00202_006_02","HH00202_006","EA01389",2,"Parent",52,"Female","Married",NA,"Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00202_006_03","HH00202_006","EA01389",3,"Child",1,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Internal"
"HH00202_006_04","HH00202_006","EA01389",4,"Sibling",46,"Female","Married","Secondary incomplete","Student",NA,NA,NA,NA,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00202_006_05","HH00202_006","EA01389",5,"Child",4,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Internal"
"HH00202_006_06","HH00202_006","EA01389",6,"Grandchild",23,"Male","Married","Primary complete","Unemployed",NA,NA,NA,NA,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00202_006_07","HH00202_006","EA01389",7,"Sibling",14,"Female","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,1,"Internal"
"HH00202_006_08","HH00202_006","EA01389",8,"Grandchild",4,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00202_006_09","HH00202_006","EA01389",9,"Child",2,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Internal"
"HH00202_007_01","HH00202_007","EA01389",1,"Head",23,"Male","Married",NA,"Unemployed",NA,NA,NA,NA,0,0,"Attending",0,1,1,0,"Internal"
"HH00202_007_02","HH00202_007","EA01389",2,"Other relative",5,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Internal"
"HH00202_007_03","HH00202_007","EA01389",3,"Child",6,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00202_007_04","HH00202_007","EA01389",4,"Child",1,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00202_008_01","HH00202_008","EA01389",1,"Head",63,"Female","Married","Primary complete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00202_008_02","HH00202_008","EA01389",2,"Child",20,"Male","Married","Primary complete","Student",NA,NA,NA,NA,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00202_008_03","HH00202_008","EA01389",3,"Child",12,"Male","Never married",NA,"Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,1,"Non-migrant"
"HH00202_008_04","HH00202_008","EA01389",4,"Child",22,"Female","Never married","Secondary incomplete","Homemaker",NA,NA,NA,NA,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00202_008_05","HH00202_008","EA01389",5,"Child",16,"Male","Married","Secondary incomplete","Employed",NA,NA,24,2293,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00202_009_01","HH00202_009","EA01389",1,"Head",35,"Male","Married","Primary incomplete","Student",NA,NA,NA,NA,0,0,"Not attending",0,1,1,1,"International"
"HH00202_009_02","HH00202_009","EA01389",2,"Parent",56,"Male","Divorced","Secondary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00202_009_03","HH00202_009","EA01389",3,"Non-relative",34,"Male","Married","Secondary complete","Employed",NA,NA,26,169,0,0,"Not attending",1,1,1,1,"International"
"HH00202_009_04","HH00202_009","EA01389",4,"Sibling",32,"Female","Never married","Secondary incomplete","Employed",NA,NA,34,744,0,1,"Not attending",1,1,1,0,"Non-migrant"
"HH00202_010_01","HH00202_010","EA01389",1,"Head",36,"Female","Never married","None","Employed",NA,NA,53,216,0,0,"Not attending",0,0,1,1,"Non-migrant"
"HH00202_010_02","HH00202_010","EA01389",2,"Spouse",33,"Male","Divorced","Secondary complete","Unemployed",NA,NA,NA,NA,1,0,"Not attending",1,1,1,0,"International"
"HH00202_010_03","HH00202_010","EA01389",3,"Other relative",54,"Male","Never married","Primary incomplete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",0,0,1,1,"Non-migrant"
"HH00203_001_01","HH00203_001","EA04731",1,"Head",29,"Male","Divorced","None","Employed",NA,NA,35,1351,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00203_001_02","HH00203_001","EA04731",2,"Spouse",33,"Female","Widowed","Secondary complete","Student",NA,NA,NA,NA,1,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00203_001_03","HH00203_001","EA04731",3,"Child",11,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,1,"Attending",1,1,0,0,"Non-migrant"
"HH00203_001_04","HH00203_001","EA04731",4,"Sibling",45,"Female","Never married","Secondary incomplete","Employed",NA,NA,38,185,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00203_001_05","HH00203_001","EA04731",5,"Child",5,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,0,"Non-migrant"
"HH00203_001_06","HH00203_001","EA04731",6,"Child",7,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00203_001_07","HH00203_001","EA04731",7,"Child",4,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00203_002_01","HH00203_002","EA04731",1,"Head",38,"Female","Never married","Primary incomplete","Employed",NA,NA,31,234,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00203_002_02","HH00203_002","EA04731",2,"Spouse",40,"Male","Married","Primary complete","Employed",NA,NA,44,NA,1,0,"Not attending",1,0,0,0,"Non-migrant"
"HH00203_002_03","HH00203_002","EA04731",3,"Grandchild",43,"Male","Divorced","Tertiary","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00203_003_01","HH00203_003","EA04731",1,"Head",21,"Female","Married","None","Employed",NA,NA,26,389,0,0,"Not attending",0,1,1,0,"Non-migrant"
"HH00203_003_02","HH00203_003","EA04731",2,"Child",6,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"International"
"HH00203_004_01","HH00203_004","EA04731",1,"Head",41,"Female","Never married","Secondary incomplete","Employed",NA,NA,46,715,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00203_004_02","HH00203_004","EA04731",2,"Spouse",37,"Male","Divorced","Primary incomplete","Employed",NA,NA,35,NA,0,0,"Not attending",1,1,1,1,"Internal"
"HH00203_004_03","HH00203_004","EA04731",3,"Child",10,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,0,0,0,"Non-migrant"
"HH00203_004_04","HH00203_004","EA04731",4,"Child",18,"Male","Widowed","Primary incomplete","Employed",NA,NA,18,104,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00203_004_05","HH00203_004","EA04731",5,"Child",8,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Not attending",1,1,0,0,"Non-migrant"
"HH00203_004_06","HH00203_004","EA04731",6,"Child",2,"Male","Never married","None","Not applicable",NA,NA,NA,NA,1,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00203_004_07","HH00203_004","EA04731",7,"Parent",66,"Male","Divorced","Tertiary","Retired",NA,NA,NA,NA,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00203_004_08","HH00203_004","EA04731",8,"Grandchild",30,"Male","Married","Primary complete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00203_005_01","HH00203_005","EA04731",1,"Head",60,"Female","Widowed","Secondary complete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00203_005_02","HH00203_005","EA04731",2,"Child",24,"Female","Married","Secondary complete","Employed",NA,NA,52,242,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00203_005_03","HH00203_005","EA04731",3,"Parent",95,"Female","Never married","Secondary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"International"
"HH00203_005_04","HH00203_005","EA04731",4,"Other relative",24,"Female","Never married","Secondary complete","Student",NA,NA,NA,NA,1,0,"Attending",1,1,1,1,"Non-migrant"
"HH00203_005_05","HH00203_005","EA04731",5,"Child",4,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00203_006_01","HH00203_006","EA04731",1,"Head",36,"Female","Never married","Primary incomplete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00203_006_02","HH00203_006","EA04731",2,"Spouse",35,"Male","Married","None","Employed",NA,NA,52,1179,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00203_006_03","HH00203_006","EA04731",3,"Other relative",29,"Male","Never married","Tertiary","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00203_006_04","HH00203_006","EA04731",4,"Child",1,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00203_006_05","HH00203_006","EA04731",5,"Grandchild",10,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,0,"Non-migrant"
"HH00203_006_06","HH00203_006","EA04731",6,"Child",14,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,1,"Not attending",1,1,0,1,"Non-migrant"
